uid,frame,species,individual,condition,acromion.translateY,acromion.translateZ,acromion.rotateX,acromion.rotateY,acromion.rotateZ,glenoid.translateX,glenoid.translateY,glenoid.translateZ,glenoid.rotateX,glenoid.rotateY,glenoid.rotateZ,elbow.translateX,elbow.translateY,elbow.translateZ,elbow.rotateX,elbow.rotateY,elbow.rotateZ
nov6_12_p1_47,293.7883597883598,Opossum,Opossum 1,lo,-0.24345813961627563,-1.120861380355416,-22.431513446388465,-19.57133674229985,22.856483984275535,-7.891190134937945e-16,5.585252146536247e-15,3.687604542762071e-16,43.67137523423621,35.564315839932,-85.44309839745765,1.1247977254412491e-14,-2.1303304296395107e-14,-1.0181615604611804e-15,3.4150895928324836,-6.533131746020845,-113.50429423046955
nov6_12_p1_48,294.35978835978835,Opossum,Opossum 1,lo,-0.25509368501870205,-1.1737980561345411,-21.84797610440144,-18.716477265418074,22.5366179697591,-8.219415625259802e-16,5.515219836273144e-15,3.713617785698984e-16,43.607783852645305,35.212890178099094,-85.45770244978301,1.125914992112129e-14,-2.122970249815966e-14,-1.0507229109650734e-15,3.382183120656618,-6.528302772535125,-113.20629139331132
nov6_12_p1_49,294.9312169312169,Opossum,Opossum 1,lo,-0.2667922354658881,-1.226025983994788,-21.28875851582115,-17.85369291121929,22.24764301912498,-8.543164175385669e-16,5.44340502722196e-15,3.729116758525675e-16,43.54017208832454,34.85917336722876,-85.51301463602138,1.1274242154537513e-14,-2.114863745119451e-14,-1.0830195668574916e-15,3.3467555344786444,-6.522454344390662,-112.88344704284303
nov6_12_p1_50,295.5,Opossum,Opossum 1,lo,-0.27869576350941194,-1.2760893532075341,-20.791419389591468,-16.98025303872954,22.03033354693351,-8.84273966752621e-16,5.3686241116849565e-15,3.7202216865777416e-16,43.4691643529012,34.50545523351707,-85.6587239139314,1.1299395791450314e-14,-2.1047987744758944e-14,-1.1143590102206458e-15,3.3046269413117315,-6.513771636048066,-112.49416358758378
nov6_12_p1_51,296.0687830687831,Opossum,Opossum 1,lo,-0.29068826836884337,-1.3256017578806027,-20.310329981274247,-16.10337745319962,21.831736794306472,-9.134667118230467e-16,5.293053757465942e-15,3.7047618999282073e-16,43.397774640405935,34.15160275547045,-85.82830841812,1.1327414255518021e-14,-2.0941570170300442e-14,-1.1454483694278408e-15,3.260494014763926,-6.504242688984787,-112.08500924746298
nov6_12_p1_52,296.64021164021165,Opossum,Opossum 1,lo,-0.30312601082510776,-1.3732524418727612,-19.886110049197494,-15.212050252205566,21.698221360053807,-9.394878093347219e-16,5.214680534748813e-15,3.66572324292622e-16,43.326989528102956,33.79676985320221,-86.08196863805749,1.1366306591451938e-14,-2.0812587450529333e-14,-1.1756674031015221e-15,3.2084150435754624,-6.491363969930045,-111.59708369968335
nov6_12_p1_53,297.2116402116402,Opossum,Opossum 1,lo,-0.31578638371223244,-1.4199897087703133,-19.48577692646433,-14.318326349217873,21.589818046336532,-9.637641888347433e-16,5.135628429834228e-15,3.617294161555201e-16,43.25811371018856,33.442730090239294,-86.36653801339872,1.1409819089502831e-14,-2.0673645858853462e-14,-1.2053742389036361e-15,3.1527742731541797,-6.47693102535625,-111.07367680543393
nov6_12_p1_54,297.77777777777777,Opossum,Opossum 1,lo,-0.3287044982890456,-1.4647557919974348,-19.12938217171571,-13.428841000029665,21.524713788536893,-9.848772295771738e-16,5.056164875227024e-15,3.553497588412369e-16,43.19309137808154,33.09330432544864,-86.70053151830112,1.1460710244878053e-14,-2.051921744117944e-14,-1.233943337403526e-15,3.091649701714115,-6.460014000436695,-110.49535648499376
nov6_12_p1_55,298.3510638297872,Opossum,Opossum 1,lo,-0.3422524386692964,-1.5085718889707904,-18.80533115774386,-12.527716698584994,21.494939154869314,-1.0029236532992307e-15,4.975163216432102e-15,3.474294529095202e-16,43.13224376907033,32.741161778628154,-87.0816987204496,1.1519807129123659e-14,-2.0345624564681437e-14,-1.2618949586286751e-15,3.0234814841940616,-6.440087011856391,-109.84705979198263
nov6_12_p1_56,298.92021276595744,Opossum,Opossum 1,lo,-0.35599590546415527,-1.551119568980032,-18.506772388114374,-11.632839189665676,21.48809814009892,-1.0187451628004124e-15,4.894410061923703e-15,3.38648738856584e-16,43.07497473549905,32.3926258636496,-87.48711028747971,1.1583230433495181e-14,-2.0162466318575715e-14,-1.2890301303573963e-15,2.951863798221895,-6.418546515925006,-109.16405535722953
nov6_12_p1_57,299.4920634920635,Opossum,Opossum 1,lo,-0.37058612566596344,-1.5918083795050417,-18.25341115913459,-10.738618447474161,21.523047034389172,-1.0295654483865987e-15,4.813381337791733e-15,3.279239808923625e-16,43.02611832456201,32.04510438166352,-87.94128639466906,1.1657042148157084e-14,-1.995400808019228e-14,-1.3147650993715121e-15,2.870853269904309,-6.392771385670161,-108.38703408362176
nov6_12_p1_58,300.05820105820106,Opossum,Opossum 1,lo,-0.3852613186270826,-1.6315294185453462,-18.014896566733487,-9.85540731294841,21.568165868563884,-1.038840769822004e-15,4.733298689045446e-15,3.1679303294879506e-16,42.98027292898755,31.701852845037674,-88.40223293550058,1.1732823769182146e-14,-1.9740876651117577e-14,-1.3398005886601895e-15,2.7881327185209397,-6.366090040763458,-107.59247030199366
nov6_12_p1_59,300.6296296296296,Opossum,Opossum 1,lo,-0.4010010899263922,-1.6695917764168366,-17.81672065328208,-8.975291179699305,21.64722775242207,-1.0427239625971867e-15,4.6535180183468184e-15,3.037262204700867e-16,42.943942512233065,31.358648541022855,-88.90086229955898,1.1818897913395136e-14,-1.9500788805697613e-14,-1.363335414257459e-15,2.69524771842356,-6.334751739015418,-106.69593043949564
nov6_12_p1_60,301.2010582010582,Opossum,Opossum 1,lo,-0.4171376161258856,-1.7069182399418334,-17.632741344492864,-8.102282576874318,21.735309798621408,-1.0444799434070981e-15,4.574537172580751e-15,2.8999878007751786e-16,42.91153920999013,31.017119955791607,-89.40607843860815,1.1908217985914573e-14,-1.9251453236500358e-14,-1.386141514657068e-15,2.598837510792338,-6.3016998654772935,-105.76371587949095
nov6_12_p1_61,301.7724867724868,Opossum,Opossum 1,lo,-0.4340050066151912,-1.7428891086180267,-17.474913675870834,-7.242366793251649,21.84000793334393,-1.0423173758599316e-15,4.4970296885325535e-15,2.7505439352783754e-16,42.88637006605798,30.678678220951156,-89.92342811053504,1.2003517400051147e-14,-1.8985082386660727e-14,-1.40760522653467e-15,2.495933499809302,-6.265491412325855,-104.76578477144761
nov6_12_p1_62,302.3404255319149,Opossum,Opossum 1,lo,-0.4514723882547316,-1.777509337809916,-17.33785454032392,-6.404563986705535,21.95229211301379,-1.0367732402925257e-15,4.422037856285731e-15,2.5918058911256086e-16,42.8675065340827,30.34638103354463,-90.43726469003578,1.2102623767341521e-14,-1.8706238596955933e-14,-1.4276283596557332e-15,2.388220517355484,-6.226732176236115,-103.7185273096268
nov6_12_p1_63,302.9095744680851,Opossum,Opossum 1,lo,-0.4694478220778269,-1.8114458832037685,-17.213767406780786,-5.576268744807532,22.070324500514737,-1.0289436602386445e-15,4.348254048511061e-15,2.4258936207149335e-16,42.85272300626522,30.016106745976792,-90.95195937640366,1.2204880795114264e-14,-1.8417357440457607e-14,-1.446817131067504e-15,2.276636334672704,-6.186033877725804,-102.63192050975783
nov6_12_p1_64,303.48148148148147,Opossum,Opossum 1,lo,-0.4885073781864628,-1.8441133437690433,-17.111390302880647,-4.775019434731737,22.19085758046089,-1.0168190953190506e-15,4.278006196849402e-15,2.2462103795986794e-16,42.84507775527057,29.69276058009435,-91.45209263412683,1.2311969926542178e-14,-1.811028345357429e-14,-1.4641390246617981e-15,2.1579674519179277,-6.141559358594641,-101.47261199785552
nov6_12_p1_65,304.04761904761904,Opossum,Opossum 1,lo,-0.5076543168410675,-1.8760582778613242,-17.0158890387371,-3.9914386416372474,22.309823343485316,-1.0036837230106828e-15,4.209676483200217e-15,2.0648122222335336e-16,42.8393344246061,29.37548980590414,-91.94070255343067,1.2419002843215178e-14,-1.7801930220696236e-14,-1.4807161936314875e-15,2.038784979529087,-6.096564133598891,-100.30726795339491
nov6_12_p1_66,304.6190476190476,Opossum,Opossum 1,lo,-0.5280166162030975,-1.9069118669280485,-16.938125462335673,-3.242420517071162,22.422098232050633,-9.866702534128808e-16,4.14604545964403e-15,1.8694437501083655e-16,42.83886109677114,29.068749007792036,-92.39753170976053,1.2529430801429723e-14,-1.747690163842072e-14,-1.4951884268040559e-15,1.9130578634567053,-6.047807354107359,-99.07395235267158
nov6_12_p1_67,305.1914893617021,Opossum,Opossum 1,lo,-0.5487573679923354,-1.9373635926825568,-16.86526571112668,-2.5104119460388956,22.528456821954876,-9.686741145963502e-16,4.084653108036908e-15,1.6700358164825564e-16,42.83907297958244,28.76840381452857,-92.83561343468789,1.2639998295694578e-14,-1.7148249917397672e-14,-1.5088036518219519e-15,1.7858919702654559,-5.998007473709843,-97.82504611943837
nov6_12_p1_68,305.76063829787233,Opossum,Opossum 1,lo,-0.5700559722596593,-1.9667370733021694,-16.802797426050926,-1.818885347481348,22.62210757386491,-9.488974658354555e-16,4.028265091140038e-15,1.464470134453864e-16,42.84064063272234,28.48351236784724,-93.232491159198,1.2749818504964072e-14,-1.6815462085532503e-14,-1.5205946641535722e-15,1.6570526288311833,-5.946601818187485,-96.55681128320632
nov6_12_p1_69,306.32804232804233,Opossum,Opossum 1,lo,-0.5917786235713409,-1.995303411349599,-16.746683907142994,-1.1659891048489495,22.700215178414172,-9.284410181030713e-16,3.976731727751677e-15,1.2548726485491514e-16,42.84060908506288,28.215542779596017,-93.5846899769621,1.2857504181371602e-14,-1.6482483059865604e-14,-1.530722184314733e-15,1.5280943197102836,-5.894275741438217,-95.28478761866893
nov6_12_p1_70,306.8994708994709,Opossum,Opossum 1,lo,-0.6140149428083924,-2.023545420192647,-16.6947013989983,-0.5352912286249042,22.767666011077498,-9.072953748987475e-16,3.928273213251057e-15,1.0403626496864114e-16,42.83940568454845,27.957465581682257,-93.90744906604299,1.2964632529203326e-14,-1.614625201407996e-14,-1.5397256969844193e-15,1.3978436382465291,-5.8407863448334725,-93.99810022594868
nov6_12_p1_71,307.4708994708995,Opossum,Opossum 1,lo,-0.6367668990927777,-2.0508088579545434,-16.648889531800773,0.03598877438578918,22.80773348028948,-8.865894078835842e-16,3.887401491195392e-15,8.220295485262456e-17,42.8310536718663,27.72928630928854,-94.1550665171142,1.3066650741425626e-14,-1.5814757565616642e-14,-1.5461960366963212e-15,1.2694188856108894,-5.786690857677703,-92.72545238218305
nov6_12_p1_72,308.0425531914894,Opossum,Opossum 1,lo,-0.6596637065469159,-2.0777858843380144,-16.604772758116802,0.5888499035967908,22.83913778110112,-8.661619467995607e-16,3.8488887925387e-15,6.027498001786349e-17,42.8200087011124,27.510782769131307,-94.37896736818085,1.316692563556977e-14,-1.548520843928225e-14,-1.5518784560823883e-15,1.1417527874369948,-5.732485196445084,-91.45906250400927
nov6_12_p1_73,308.61170212765956,Opossum,Opossum 1,lo,-0.6827791239459827,-2.1035533068713326,-16.56574282108582,1.0655786329538302,22.835361352873967,-8.482102891547261e-16,3.819889256078047e-15,3.838845306242842e-17,42.79461542747085,27.33508413522627,-94.50574430405157,1.3258192688459991e-14,-1.5170279306259586e-14,-1.5544477311361378e-15,1.01983670974614,-5.679019415914158,-90.24478053683103
nov6_12_p1_74,309.1798941798942,Opossum,Opossum 1,lo,-0.7058620420223657,-2.1288867761910244,-16.528083025536095,1.5141539254262908,22.818744540695008,-8.318063119042049e-16,3.794374536266035e-15,1.6661835958997093e-17,42.76186104555251,27.176973042782652,-94.59622772906415,1.3345425445150521e-14,-1.486321134772282e-14,-1.5558622253421994e-15,0.9010394052720289,-5.626250307000251,-89.0596499138234
nov6_12_p1_75,309.75132275132273,Opossum,Opossum 1,lo,-0.7290902582170989,-2.1535165761376103,-16.49304053685541,1.9059094992473065,22.774145716781536,-8.186030430105415e-16,3.7761733936899404e-15,-4.921289035670952e-18,42.71284810765851,27.055498673741653,-94.60890422632656,1.3424730637929319e-14,-1.4570309741318154e-14,-1.5547873849138006e-15,0.7878906163802941,-5.574497803178569,-87.92661790441085
nov6_12_p1_76,310.3174603174603,Opossum,Opossum 1,lo,-0.7519133999417518,-2.1771646493070387,-16.460483507607805,2.242586872047193,22.706861092049763,-8.094987299326584e-16,3.764537951784925e-15,-2.5822467344190538e-17,42.646388669912426,26.970957899386605,-94.55379562897974,1.3494850290255695e-14,-1.4298155193608012e-14,-1.5515153094419802e-15,0.683000714556832,-5.525095632987865,-86.87228313211746
nov6_12_p1_77,310.8888888888889,Opossum,Opossum 1,lo,-0.7747996190269192,-2.200437837720517,-16.42933080442865,2.5417309435938598,22.620684512931458,-8.034535270258385e-16,3.757851718040503e-15,-4.65378070537025e-17,42.56515514998643,26.91393942796297,-94.44467023089993,1.3558943263433115e-14,-1.4037716599413413e-14,-1.5464675319282822e-15,0.5828321092397925,-5.47671118797158,-85.86202228269586
nov6_12_p1_78,311.4574468085106,Opossum,Opossum 1,lo,-0.7969873681654851,-2.2223729168929967,-16.401857426252736,2.761799191918917,22.50261664708105,-8.050571450135802e-16,3.760738586152166e-15,-6.607188036642304e-17,42.45111879385198,26.916059202442888,-94.2355064117324,1.3608414519207165e-14,-1.381182006231671e-14,-1.5380130125398229e-15,0.49651917059867945,-5.432425432831599,-84.98431646073169
nov6_12_p1_79,312.031746031746,Opossum,Opossum 1,lo,-0.8191934098261466,-2.244133339649268,-16.3752765631159,2.959526836226665,22.373350980505453,-8.092016404815069e-16,3.766667487938877e-15,-8.543909958229025e-17,42.32494985892081,26.93717465984006,-93.99254909493165,1.3653754901846707e-14,-1.359458102677835e-14,-1.5283767714842905e-15,0.41373387007812257,-5.388983822694923,-84.13981285892073
nov6_12_p1_80,312.5978835978836,Opossum,Opossum 1,lo,-0.8400292093061331,-2.263958031108396,-16.35422252932397,3.061268111163693,22.210965244866834,-8.243311607829798e-16,3.783840304397559e-15,-1.0284932925202055e-16,42.152847501191744,27.034396599482392,-93.63506539512936,1.3679547318078834e-14,-1.3427346719677775e-14,-1.5145932622445982e-15,0.35104898962973385,-5.351978355100627,-83.48907118793569
nov6_12_p1_81,313.16931216931215,Opossum,Opossum 1,lo,-0.8606091606340213,-2.2833812741689337,-16.335045803964,3.134211729967168,22.03737150057754,-8.437209297603281e-16,3.804747800854302e-15,-1.1977191521004218e-16,41.96126026048023,27.158703000531798,-93.23778966110528,1.3699021273709904e-14,-1.3275727973121135e-14,-1.4992520391993814e-15,0.2947282589968674,-5.316852624672569,-82.89927710496612
nov6_12_p1_82,313.74074074074076,Opossum,Opossum 1,lo,-0.8801189957430591,-2.3014110432434234,-16.320795006973437,3.1365026394910687,21.840763092024602,-8.728929705511425e-16,3.834143989978502e-15,-1.351499053390585e-16,41.727216451653696,27.345177033809463,-92.75394264755235,1.3702916390193364e-14,-1.3164908159298987e-14,-1.4805171882440271e-15,0.2549137541858186,-5.287012653056724,-82.46867757595003
nov6_12_p1_83,314.3085106382979,Opossum,Opossum 1,lo,-0.8984809977283752,-2.3181177809018245,-16.31133260210866,3.0851369374867943,21.630980579846536,-9.103621631145813e-16,3.869716169186936e-15,-1.4906989220580825e-16,41.45739541567777,27.58078388064925,-92.21018364146427,1.3694033701053802e-14,-1.3089755053712798e-14,-1.4592011605018778e-15,0.22952737177645727,-5.262029324058644,-82.1779326709415
nov6_12_p1_84,314.8776595744681,Opossum,Opossum 1,lo,-0.916025893875506,-2.3338478225881163,-16.305804086464367,2.98845857046968,21.408530256620697,-9.550692160195715e-16,3.910735946223095e-15,-1.6187841167990264e-16,41.15551798878438,27.859358172731913,-91.61202444888828,1.3674386438694357e-14,-1.3043867281636732e-14,-1.4355579304524916e-15,0.21601881711517845,-5.240915598209358,-82.00197245516131
nov6_12_p1_85,315.44973544973544,Opossum,Opossum 1,lo,-0.9319037966099136,-2.3476997553359857,-16.308441565262115,2.815430070619816,21.169377293499984,-1.0134906771400456e-15,3.960839810385324e-15,-1.7258765293275698e-16,40.791794513904996,28.214822693317714,-90.92629718312487,1.3635286202970529e-14,-1.3052943036858821e-14,-1.4077793627203496e-15,0.22484766721787303,-5.2272114003330925,-82.04231563990224
nov6_12_p1_86,316.021164021164,Opossum,Opossum 1,lo,-0.9471929504247851,-2.360903048409635,-16.313745660015282,2.618598118670042,20.925816084455718,-1.076179035569093e-15,4.013687700821269e-15,-1.8258960414307558e-16,40.40904391704539,28.593944743131377,-90.21485793069947,1.3590046196732396e-14,-1.3079742975830182e-14,-1.3787529068066718e-15,0.2408655580726137,-5.215943093389422,-82.15241619504033
nov6_12_p1_87,316.5925925925926,Opossum,Opossum 1,lo,-0.9600560054380921,-2.3714890154469455,-16.33056809476335,2.3336654100291865,20.670522265129,-1.1562613357375093e-15,4.0766681169048115e-15,-1.8981321940521942e-16,39.94684472100904,29.065533555141453,-89.41164496171025,1.3520737730602548e-14,-1.3177669972062592e-14,-1.3448201229228352e-15,0.2857601031023174,-5.214491505950015,-82.54288088245252
nov6_12_p1_88,317.1595744680851,Opossum,Opossum 1,lo,-0.9720535694380412,-2.3811815691959963,-16.350945769786822,2.0272760500343083,20.415995815964894,-1.2408653758010374e-15,4.1418221825029345e-15,-1.961654786756368e-16,39.46416299866859,29.55955057160042,-88.59206972859151,1.3445042026260924e-14,-1.3295971629486304e-14,-1.3097625411671482e-15,0.33887844155588726,-5.215991060429196,-83.01363783219912
nov6_12_p1_89,317.72872340425533,Opossum,Opossum 1,lo,-0.9821354025642064,-2.3888326089193392,-16.380848353947894,1.6590430692908522,20.157371782289708,-1.338978405395651e-15,4.2140520386571335e-15,-2.0045292990530977e-16,38.91792509520473,30.12234082470188,-87.71140931426491,1.33513052648634e-14,-1.3468895528013954e-14,-1.2710115509357317e-15,0.41417145472555517,-5.225030714896688,-83.69975781728634
nov6_12_p1_90,318.3015873015873,Opossum,Opossum 1,lo,-0.9907602213910672,-2.3949342843450094,-16.41833948659197,1.2480965372959831,19.89880175377499,-1.4473158441322408e-15,4.291153436615288e-15,-2.032610663813424e-16,38.32203108751277,30.73529194864259,-86.79077410523789,1.3244292790768047e-14,-1.3682757872335696e-14,-1.229514703183563e-15,0.5060691324059509,-5.239684096734587,-84.54709975076548
nov6_12_p1_91,318.86772486772486,Opossum,Opossum 1,lo,-0.9979300832338687,-2.399542639514417,-16.4619626339727,0.806142205619935,19.64481636195673,-1.5629007815969746e-15,4.371260926398767e-15,-2.046963398940121e-16,37.69216221476922,31.38237032326507,-85.850523469532,1.3127279459242977e-14,-1.3929497381414925e-14,-1.186289050417251e-15,0.6112113752155871,-5.259103210397975,-85.52382725327111
nov6_12_p1_92,319.4391534391534,Opossum,Opossum 1,lo,-1.0029041626733612,-2.401826230773297,-16.51698461584203,0.3089611968935076,19.396492851863364,-1.6928168741734792e-15,4.457449446097489e-15,-2.0406734757525806e-16,36.99072586980865,32.096926243586694,-84.86501305347885,1.299183547201104e-14,-1.4234614362839305e-14,-1.1393251470819568e-15,0.7399558415679753,-5.286522988167561,-86.72983662076949
nov6_12_p1_93,320.01063829787233,Opossum,Opossum 1,lo,-1.007142869181206,-2.4033400716477664,-16.57558411726394,-0.20469103760094554,19.15087785088071,-1.82702929333692e-15,4.545352792861071e-15,-2.0276640159244617e-16,36.26793809240121,32.831345216654746,-83.86787228929457,1.285077386879563e-14,-1.455792257941754e-14,-1.091281132878708e-15,0.8760368929927761,-5.316477393390597,-88.0072492865645
nov6_12_p1_94,320.57978723404256,Opossum,Opossum 1,lo,-1.0085168292828264,-2.401870613496435,-16.647657577052982,-0.7703384623697902,18.922667847469203,-1.976018792549873e-15,4.638149660997696e-15,-1.990543799932321e-16,35.469505927442775,33.6303774111067,-82.84611221419622,1.2690245413898805e-14,-1.494661635758608e-14,-1.0397011428734512e-15,1.0383442651638863,-5.355577420686557,-89.54021025282132
nov6_12_p1_95,321.14814814814815,Opossum,Opossum 1,lo,-1.009165334205333,-2.399646552855708,-16.72304759182204,-1.3464068793498865,18.700479245154522,-2.128304646284157e-15,4.731773015129848e-15,-1.9478368191999745e-16,34.65348505701997,34.44284662122168,-81.82288464758201,1.2525308570177951e-14,-1.5350673663889385e-14,-9.873709973223494e-16,1.2067699429205283,-5.396819233589745,-91.13282875230068
nov6_12_p1_96,321.7195767195767,Opossum,Opossum 1,lo,-1.0077539507932716,-2.3952527518486724,-16.808587061698944,-1.9575359843212516,18.49336184220342,-2.2914010810199628e-15,4.828625018270528e-15,-1.888820735589144e-16,33.77974875956318,35.301174895261916,-80.78591508848504,1.2346276063883407e-14,-1.5802259416995844e-14,-9.324154942303324e-16,1.3941933851073909,-5.44454585475801,-92.91022408470394
nov6_12_p1_97,322.29100529100526,Opossum,Opossum 1,lo,-1.0050278739047476,-2.3894845206630415,-16.900117771691008,-2.584154583594131,18.299456710072327,-2.460002166745811e-15,4.926452967258709e-15,-1.8205030118205096e-16,32.875118191338046,36.180440542096534,-79.75235492077752,1.2159770321779497e-14,-1.6280523780793065e-14,-8.76236410218635e-16,1.592162785532134,-5.495928733898544,-94.79038511639776
nov6_12_p1_98,322.8624338624339,Opossum,Opossum 1,lo,-1.0010349105752692,-2.382391838578037,-16.997421858521314,-3.2256994228302878,18.118283402549608,-2.63390773433479e-15,5.025221373154481e-15,-1.7432218893543555e-16,31.940716780372526,37.07988220271481,-78.72208016659076,1.1966063097895659e-14,-1.6784496623983208e-14,-8.188782391388821e-16,1.8002946548042895,-5.550834916175991,-96.76957491286247
nov6_12_p1_99,323.4308510638298,Opossum,Opossum 1,lo,-0.9953337365306361,-2.3735326853728305,-17.101634862371824,-3.876885542770769,17.95953462336457,-2.8126849301993216e-15,5.123566748062503e-15,-1.6554596742882844e-16,30.976266752046914,37.99324189140428,-77.71498314477331,1.176506837189926e-14,-1.7317224653085013e-14,-7.606625515837159e-16,2.0195797249424614,-5.609723550546478,-98.85782794788534
nov6_9_p3_5,301.0,Opossum,Opossum 3,lo,0.014208410985711399,-0.017585100942981567,-39.397766889055966,-47.68013115256661,39.014975356368666,-3.4836314098338185e-15,-1.2048731371196206e-15,-1.9298277559270842e-16,16.797769634937634,24.692802590558465,-101.20595106038915,4.2155946529738765e-15,-2.5938915238010572e-14,7.601029098777776e-16,4.594600190911521,-6.59503492655943,-124.0062683169647
nov6_9_p3_6,302.74074074074076,Opossum,Opossum 3,lo,0.04122754776752119,-0.05812090268709674,-38.10319559583212,-46.96634706707515,38.10757613258589,-3.2866584957107912e-15,-1.4225985542483186e-16,-2.3234007568591557e-16,18.908186874772262,27.593019514303112,-99.43061755423746,5.131872125502471e-15,-2.6150300501425554e-14,1.2352287848027808e-15,4.700235288310364,-6.5977114402216905,-124.95897469702871
nov6_9_p3_7,304.0243902439024,Opossum,Opossum 3,lo,0.06107079671561502,-0.08837129769718152,-37.1250187749189,-46.40961469746043,37.42361758884347,-3.1431385113826104e-15,6.068769548615953e-16,-2.555767528816701e-16,20.44737048608775,29.665303995358897,-98.13006883557821,5.7387615276376376e-15,-2.6291318714632685e-14,1.5618009345475594e-15,4.775816552279506,-6.59961456403479,-125.6406358407233
nov6_9_p3_8,305.320987654321,Opossum,Opossum 3,lo,0.0809048896819159,-0.11940321456322363,-36.10855938272808,-45.80422919080652,36.71536344612201,-3.001628556606055e-15,1.3080762017551438e-15,-2.718369427868742e-16,21.97403291607159,31.65369902280438,-96.83691460392579,6.25650828296311e-15,-2.6412794423128862e-14,1.856684941102246e-15,4.8479010857411255,-6.601409870547761,-126.29076657223676
nov6_9_p3_9,306.60493827160496,Opossum,Opossum 3,lo,0.10024299184223193,-0.15057492039607095,-35.07847088264274,-45.16167279684924,36.00018433657919,-2.8656928883615597e-15,1.9425998311107916e-15,-2.810458419904145e-16,23.454574597108653,33.50884217388696,-95.58437583915445,6.675710835693999e-15,-2.6511511899850234e-14,2.112684019975362e-15,4.91422336720921,-6.6030420864651935,-126.88893251614873
nov6_9_p3_10,307.9024390243902,Opossum,Opossum 3,lo,0.11934597532384615,-0.18250748828326918,-34.01779144725365,-44.46572174986952,35.26671264130724,-2.7336167305551844e-15,2.5149695850074386e-15,-2.8288977124164635e-16,24.91317751297519,35.25008061521296,-94.3574808452653,6.999467260596213e-15,-2.6586811649706375e-14,2.331176921954686e-15,4.974915375161351,-6.604516084391183,-127.43632257659681
nov6_9_p3_11,309.18518518518516,Opossum,Opossum 3,lo,0.1375571291739697,-0.21446934399289705,-32.95677883734181,-43.726037431985496,34.53665924174341,-2.6100873489107975e-15,2.998105716036436e-15,-2.7609444369396046e-16,26.30694407311553,36.80631471122069,-93.20170622537651,7.20954563562701e-15,-2.6631994935004377e-14,2.5002606863321108e-15,5.026537574904101,-6.605751232109566,-127.90191294199886
nov6_9_p3_12,310.4756097560976,Opossum,Opossum 3,lo,0.15503653663486852,-0.24684763557172648,-31.89074982096292,-42.93651676134492,33.80701127161373,-2.4934965879364083e-15,3.402853341005592e-15,-2.609439013196059e-16,27.657460063893545,38.20343649712887,-92.10776264227627,7.323405152373605e-15,-2.664874290298756e-14,2.625545288787421e-15,5.069336227787419,-6.606762534026251,-128.2879212138668
nov6_9_p3_13,311.7654320987654,Opossum,Opossum 3,lo,0.17153710816760828,-0.27924123850660987,-30.840832807381812,-42.11105818719262,33.0924361104645,-2.384827976882166e-15,3.731757149375074e-15,-2.380491788008041e-16,28.9545563316801,39.43676169759505,-91.09161485446691,7.356895185209434e-15,-2.663891321305322e-14,2.7101882573282708e-15,5.102692171701465,-6.607544366962474,-128.58875975874062
nov6_9_p3_14,313.0617283950617,Opossum,Opossum 3,lo,0.1869310482996495,-0.31160552311283024,-29.818330138926378,-41.25271779647264,32.40131084663411,-2.2842133442145496e-15,3.9867897716598275e-15,-2.0715040407895973e-16,30.19949220779779,40.50623081866109,-90.1631866534603,7.322192659390698e-15,-2.660292461259629e-14,2.755879644428863e-15,5.125754422533856,-6.608084926364163,-128.79674971985227
nov6_9_p3_15,314.3536585365854,Opossum,Opossum 3,lo,0.2007769003527065,-0.34335364092811904,-28.85543737558207,-40.378925437712844,31.75669556615128,-2.1934903044502125e-15,4.164518799769741e-15,-1.6804486539809498e-16,31.372307613049657,41.390875423015096,-89.35283965583105,7.233949476953121e-15,-2.6541548007338866e-14,2.7628843732865358e-15,5.136783844708372,-6.608352340500046,-128.8962010907191
nov6_9_p3_16,315.641975308642,Opossum,Opossum 3,lo,0.2131581159664004,-0.37431224923970663,-27.96042344811514,-39.504204891950884,31.16410052387914,-2.1110580504226484e-15,4.282803794545935e-15,-1.2227156445919123e-16,32.480772983922066,42.12514330960249,-88.65325886378142,7.119105764749016e-15,-2.6461849474279118e-14,2.7412599348730217e-15,5.1373224738162095,-6.608386857012203,-128.90102108346198
nov6_9_p3_17,316.9259259259259,Opossum,Opossum 3,lo,0.2240039452476059,-0.4042505350013792,-27.145776298083888,-38.64021064623097,30.63268630693724,-2.03643530261442e-15,4.349406256911649e-15,-7.040184903114986e-17,33.52339361747873,42.72078991421086,-88.06925505635283,6.994886457399619e-15,-2.636766231491605e-14,2.6957494008494184e-15,5.127638702996502,-6.6081964675958655,-128.81362952207897
nov6_9_p3_18,318.22222222222223,Opossum,Opossum 3,lo,0.2331962981010553,-0.43317379651936644,-26.42453001563126,-37.79029531297274,30.17369509280158,-1.9689159043516616e-15,4.367782343990928e-15,-1.166409214251898e-17,34.50348388786746,43.182397120074334,-87.61300236676642,6.878182375646419e-15,-2.6260466921380842e-14,2.628110287034301e-15,5.106694971809402,-6.607757676719471,-128.6246662242027
